"","p.geomean","stat.mean","p.val","q.val","set.size","exp1","path","process"
"GO:0005654 nucleoplasm",0.000477901080318217,3.34218013452045,0.000477901080318217,0.00994034247061892,129,0.000477901080318217,"GO:0005654 nucleoplasm","cc"
"GO:0031981 nuclear lumen",0.000598296105143837,3.27028553902768,0.000598296105143836,0.0108379352549147,155,0.000598296105143837,"GO:0031981 nuclear lumen","cc"
"GO:0098687 chromosomal region",0.000625265495475851,4.0978061163226,0.00062526549547585,0.0108379352549147,14,0.000625265495475851,"GO:0098687 chromosomal region","cc"
"GO:0000323 lytic vacuole",0.000775467435890272,3.26426466346457,0.000775467435890273,0.0115212304760841,47,0.000775467435890272,"GO:0000323 lytic vacuole","cc"
"GO:0005764 lysosome",0.000775467435890272,3.26426466346457,0.000775467435890273,0.0115212304760841,47,0.000775467435890272,"GO:0005764 lysosome","cc"
"GO:0001772 immunological synapse",0.00139291521803903,3.91947881489385,0.00139291521803903,0.0161167729314824,11,0.00139291521803903,"GO:0001772 immunological synapse","cc"
"GO:0031974 membrane-enclosed lumen",0.0013947207344552,3.01107869915531,0.00139472073445521,0.0161167729314824,179,0.0013947207344552,"GO:0031974 membrane-enclosed lumen","cc"
"GO:0043233 organelle lumen",0.0013947207344552,3.01107869915531,0.00139472073445521,0.0161167729314824,179,0.0013947207344552,"GO:0043233 organelle lumen","cc"
"GO:0070013 intracellular organelle lumen",0.0013947207344552,3.01107869915531,0.00139472073445521,0.0161167729314824,179,0.0013947207344552,"GO:0070013 intracellular organelle lumen","cc"
"GO:0032991 protein-containing complex",0.00187175951102746,2.9109222992406,0.00187175951102746,0.0204908409628269,288,0.00187175951102746,"GO:0032991 protein-containing complex","cc"
"GO:0005694 chromosome",0.00218325253996526,2.90722479395671,0.00218325253996526,0.0213329738948631,60,0.00218325253996526,"GO:0005694 chromosome","cc"
"GO:0000775 chromosome, centromeric region",0.00225616701313851,3.63969540357739,0.00225616701313852,0.0213329738948631,11,0.00225616701313851,"GO:0000775 chromosome, centromeric region","cc"
"GO:0005615 extracellular space",0.00225637223887974,2.85510985977153,0.00225637223887975,0.0213329738948631,217,0.00225637223887974,"GO:0005615 extracellular space","cc"
"GO:0005768 endosome",0.00253741906334817,2.84607425097009,0.00253741906334818,0.0229470941381053,74,0.00253741906334817,"GO:0005768 endosome","cc"
"GO:0005730 nucleolus",0.00278646584382425,2.91845741249662,0.00278646584382425,0.0241493706464768,24,0.00278646584382425,"GO:0005730 nucleolus","cc"
"GO:0043228 non-membrane-bounded organelle",0.00304205213669789,2.75519285013088,0.00304205213669789,0.0243364170935831,247,0.00304205213669789,"GO:0043228 non-membrane-bounded organelle","cc"
"GO:0043232 intracellular non-membrane-bounded organelle",0.00304205213669789,2.75519285013088,0.00304205213669789,0.0243364170935831,247,0.00304205213669789,"GO:0043232 intracellular non-membrane-bounded organelle","cc"
"GO:0098805 whole membrane",0.00347131843588831,2.72676066630189,0.00347131843588831,0.0267420086912877,105,0.00347131843588831,"GO:0098805 whole membrane","cc"
"GO:0005773 vacuole",0.00550000202746961,2.58506583355256,0.00550000202746962,0.0408571579183458,58,0.00550000202746961,"GO:0005773 vacuole","cc"
