"","p.geomean","stat.mean","p.val","q.val","set.size","exp1","path","process"
"GO:0010467 gene expression",0.0117742427791315,2.27198224016876,0.0117742427791315,0.0436035144677727,231,0.0117742427791315,"GO:0010467 gene expression","bp"
"GO:0007204 positive regulation of cytosolic calcium ion concentration",0.0124284708782405,2.27941233961508,0.0124284708782405,0.045925380328586,49,0.0124284708782405,"GO:0007204 positive regulation of cytosolic calcium ion concentration","bp"
"GO:0010556 regulation of macromolecule biosynthetic process",0.0124642225580965,2.25148943539429,0.0124642225580966,0.0459567068061109,190,0.0124642225580965,"GO:0010556 regulation of macromolecule biosynthetic process","bp"
"GO:0002483 antigen processing and presentation of endogenous peptide antigen",0.0126466075204037,2.47944751766624,0.0126466075204037,0.0462450568170447,10,0.0126466075204037,"GO:0002483 antigen processing and presentation of endogenous peptide antigen","bp"
"GO:0019883 antigen processing and presentation of endogenous antigen",0.0126466075204037,2.47944751766624,0.0126466075204037,0.0462450568170447,10,0.0126466075204037,"GO:0019883 antigen processing and presentation of endogenous antigen","bp"
"GO:0019885 antigen processing and presentation of endogenous peptide antigen via MHC class I",0.0126466075204037,2.47944751766624,0.0126466075204037,0.0462450568170447,10,0.0126466075204037,"GO:0019885 antigen processing and presentation of endogenous peptide antigen via MHC class I","bp"
"GO:0010639 negative regulation of organelle organization",0.0126626822251177,2.2863827959469,0.0126626822251177,0.0462450568170447,36,0.0126626822251177,"GO:0010639 negative regulation of organelle organization","bp"
"GO:0050830 defense response to Gram-positive bacterium",0.0126796535605191,2.36228634350438,0.0126796535605191,0.0462450568170447,15,0.0126796535605191,"GO:0050830 defense response to Gram-positive bacterium","bp"
"GO:0097190 apoptotic signaling pathway",0.012877821340244,2.26781591193695,0.012877821340244,0.046866369240413,46,0.012877821340244,"GO:0097190 apoptotic signaling pathway","bp"
"GO:0046483 heterocycle metabolic process",0.0132078096849764,2.22647064398302,0.0132078096849764,0.0479491914168259,258,0.0132078096849764,"GO:0046483 heterocycle metabolic process","bp"
"GO:0001932 regulation of protein phosphorylation",0.013233003881969,2.23137518313305,0.013233003881969,0.0479491914168259,138,0.013233003881969,"GO:0001932 regulation of protein phosphorylation","bp"
"GO:0150076 neuroinflammatory response",0.0132607259348611,2.36591714238529,0.013260725934861,0.0479491914168259,13,0.013260725934861,"GO:0150076 neuroinflammatory response","bp"
"GO:0019220 regulation of phosphate metabolic process",0.0133422085932159,2.22686534948557,0.0133422085932159,0.0479695377390525,154,0.0133422085932159,"GO:0019220 regulation of phosphate metabolic process","bp"
"GO:0051174 regulation of phosphorus metabolic process",0.0133422085932159,2.22686534948557,0.0133422085932159,0.0479695377390525,154,0.0133422085932159,"GO:0051174 regulation of phosphorus metabolic process","bp"
"GO:0051223 regulation of protein transport",0.0133517585754395,2.24318293646467,0.0133517585754396,0.0479695377390525,62,0.0133517585754395,"GO:0051223 regulation of protein transport","bp"
"GO:0051241 negative regulation of multicellular organismal process",0.0134943123974409,2.22447879490726,0.0134943123974409,0.0483785455099744,129,0.0134943123974409,"GO:0051241 negative regulation of multicellular organismal process","bp"
"GO:0046903 secretion",0.0135430014099846,2.224144956117,0.0135430014099846,0.0484500156599238,119,0.0135430014099847,"GO:0046903 secretion","bp"
"GO:0060548 negative regulation of cell death",0.0137450007587478,2.22237503732044,0.0137450007587479,0.0490684878781571,92,0.0137450007587478,"GO:0060548 negative regulation of cell death","bp"
"GO:0010647 positive regulation of cell communication",0.0138617944232563,2.21140129005575,0.0138617944232563,0.049276632074234,159,0.0138617944232563,"GO:0010647 positive regulation of cell communication","bp"
"GO:0023056 positive regulation of signaling",0.0138617944232563,2.21140129005575,0.0138617944232563,0.049276632074234,159,0.0138617944232563,"GO:0023056 positive regulation of signaling","bp"
"GO:0002224 toll-like receptor signaling pathway",0.0139001294620325,2.39991723219814,0.0139001294620325,0.0493088803021573,11,0.0139001294620325,"GO:0002224 toll-like receptor signaling pathway","bp"
"GO:1901362 organic cyclic compound biosynthetic process",0.0140966939920988,2.20243478807716,0.0140966939920989,0.0498221888187461,205,0.0140966939920988,"GO:1901362 organic cyclic compound biosynthetic process","bp"
"GO:0010557 positive regulation of macromolecule biosynthetic process",0.0141265965170673,2.20711346583989,0.0141265965170673,0.0498221888187461,121,0.0141265965170673,"GO:0010557 positive regulation of macromolecule biosynthetic process","bp"
"GO:0051649 establishment of localization in cell",0.0141335348696502,2.20686778345248,0.0141335348696502,0.0498221888187461,122,0.0141335348696502,"GO:0051649 establishment of localization in cell","bp"
"GO:0060089 molecular transducer activity",5.84796683048081e-05,3.9153327623092,5.84796683048083e-05,0.00811672290481383,124,5.84796683048081e-05,"GO:0060089 molecular transducer activity","mf"
"GO:0038023 signaling receptor activity",7.46658038360694e-05,3.8527885773464,7.46658038360696e-05,0.00811672290481383,123,7.46658038360694e-05,"GO:0038023 signaling receptor activity","mf"
"GO:0005102 signaling receptor binding",9.8583679005836e-05,3.76369112501644,9.8583679005836e-05,0.00811672290481383,171,9.85836790058359e-05,"GO:0005102 signaling receptor binding","mf"
"GO:0044877 protein-containing complex binding",0.000259670421970883,3.52201432406683,0.000259670421970884,0.0134754079485366,113,0.000259670421970883,"GO:0044877 protein-containing complex binding","mf"
"GO:0140097 catalytic activity, acting on DNA",0.000277057432385251,4.43206536304064,0.000277057432385251,0.0134754079485366,15,0.000277057432385251,"GO:0140097 catalytic activity, acting on DNA","mf"
"GO:0019899 enzyme binding",0.000372276357885297,3.40708825413819,0.000372276357885297,0.0134754079485366,155,0.000372276357885297,"GO:0019899 enzyme binding","mf"
"GO:0004888 transmembrane signaling receptor activity",0.000381894152387677,3.41517725773271,0.000381894152387677,0.0134754079485366,107,0.000381894152387677,"GO:0004888 transmembrane signaling receptor activity","mf"
"GO:0004896 cytokine receptor activity",0.00158638002461262,3.14117088862656,0.00158638002461262,0.0489794832599147,22,0.00158638002461262,"GO:0004896 cytokine receptor activity","mf"
"GO:0009897 external side of plasma membrane",1.75889169733542e-08,5.85048127141645,1.75889169733541e-08,4.04545090387145e-06,72,1.75889169733542e-08,"GO:0009897 external side of plasma membrane","cc"
"GO:0098552 side of membrane",3.04564952964405e-07,5.1748940923536,3.04564952964407e-07,3.50249695909067e-05,92,3.04564952964405e-07,"GO:0098552 side of membrane","cc"
"GO:0009986 cell surface",3.00103483111382e-05,4.07917876781284,3.00103483111382e-05,0.0023007933705206,132,3.00103483111382e-05,"GO:0009986 cell surface","cc"
"GO:0005694 chromosome",5.14414947001067e-05,4.08010692350326,5.14414947001067e-05,0.00254588719197431,46,5.14414947001067e-05,"GO:0005694 chromosome","cc"
"GO:0044427 chromosomal part",5.53453737385719e-05,4.0774263265924,5.5345373738572e-05,0.00254588719197431,43,5.53453737385719e-05,"GO:0044427 chromosomal part","cc"
"GO:0005634 nucleus",6.85277450019867e-05,3.83812344945001,6.85277450019867e-05,0.00262689689174282,303,6.85277450019867e-05,"GO:0005634 nucleus","cc"
"GO:0005886 plasma membrane",0.000106995464370694,3.71577765664773,0.000106995464370694,0.00351556525789424,493,0.000106995464370694,"GO:0005886 plasma membrane","cc"
"GO:0030139 endocytic vesicle",0.000145064387212459,4.22532834762988,0.00014506438721246,0.00417060113235822,18,0.000145064387212459,"GO:0030139 endocytic vesicle","cc"
"GO:0031981 nuclear lumen",0.00017557003104633,3.62458532796647,0.00017557003104633,0.00448678968229509,126,0.00017557003104633,"GO:0031981 nuclear lumen","cc"
"GO:0044446 intracellular organelle part",0.000372950732739019,3.38764216725355,0.000372950732739019,0.00857786685299743,339,0.000372950732739019,"GO:0044446 intracellular organelle part","cc"
"GO:0044428 nuclear part",0.000428114258274986,3.3662875533684,0.000428114258274986,0.00878568877212896,159,0.000428114258274986,"GO:0044428 nuclear part","cc"
"GO:0031410 cytoplasmic vesicle",0.000496582408859462,3.32596836074425,0.000496582408859463,0.00878568877212896,148,0.000496582408859462,"GO:0031410 cytoplasmic vesicle","cc"
"GO:0097708 intracellular vesicle",0.000496582408859462,3.32596836074425,0.000496582408859463,0.00878568877212896,148,0.000496582408859462,"GO:0097708 intracellular vesicle","cc"
"GO:0098687 chromosomal region",0.000625265495477081,4.09780611632156,0.000625265495477081,0.0102722188542663,14,0.00062526549547708,"GO:0098687 chromosomal region","cc"
"GO:0044459 plasma membrane part",0.000675159731186676,3.21941899004629,0.000675159731186676,0.0103504720566099,317,0.000675159731186676,"GO:0044459 plasma membrane part","cc"
"GO:0000323 lytic vacuole",0.00080048383985262,3.26383256022205,0.00080048383985262,0.0103504720566099,43,0.000800483839852621,"GO:0000323 lytic vacuole","cc"
"GO:0005764 lysosome",0.00080048383985262,3.26383256022205,0.00080048383985262,0.0103504720566099,43,0.000800483839852621,"GO:0005764 lysosome","cc"
"GO:0031982 vesicle",0.000943501002150219,3.13389098582806,0.00094350100215022,0.0103504720566099,159,0.000943501002150218,"GO:0031982 vesicle","cc"
"GO:0031974 membrane-enclosed lumen",0.000945043100820901,3.13626615746451,0.000945043100820901,0.0103504720566099,144,0.000945043100820901,"GO:0031974 membrane-enclosed lumen","cc"
"GO:0043233 organelle lumen",0.000945043100820901,3.13626615746451,0.000945043100820901,0.0103504720566099,144,0.000945043100820901,"GO:0043233 organelle lumen","cc"
"GO:0070013 intracellular organelle lumen",0.000945043100820901,3.13626615746451,0.000945043100820901,0.0103504720566099,144,0.000945043100820901,"GO:0070013 intracellular organelle lumen","cc"
"GO:0001772 immunological synapse",0.00139291521804095,3.91947881489299,0.00139291521804096,0.013835655206609,11,0.00139291521804095,"GO:0001772 immunological synapse","cc"
"GO:0043228 non-membrane-bounded organelle",0.00144372054329833,2.99555087325511,0.00144372054329834,0.013835655206609,232,0.00144372054329833,"GO:0043228 non-membrane-bounded organelle","cc"
"GO:0043232 intracellular non-membrane-bounded organelle",0.00144372054329833,2.99555087325511,0.00144372054329834,0.013835655206609,232,0.00144372054329833,"GO:0043232 intracellular non-membrane-bounded organelle","cc"
"GO:0045335 phagocytic vesicle",0.00215284407438044,3.7678050050605,0.00215284407438044,0.0193410604028036,10,0.00215284407438044,"GO:0045335 phagocytic vesicle","cc"
"GO:0000775 chromosome, centromeric region",0.00225616701314198,3.63969540357646,0.00225616701314199,0.0193410604028036,11,0.00225616701314198,"GO:0000775 chromosome, centromeric region","cc"
"GO:0044422 organelle part",0.00227047230815521,2.84642399819614,0.00227047230815521,0.0193410604028036,380,0.00227047230815521,"GO:0044422 organelle part","cc"
"GO:0005730 nucleolus",0.0030745700393227,2.86742072126938,0.0030745700393227,0.0252553967515793,26,0.0030745700393227,"GO:0005730 nucleolus","cc"
"GO:0005654 nucleoplasm",0.00362721259312116,2.71709294284898,0.00362721259312116,0.0282870585040643,88,0.00362721259312116,"GO:0005654 nucleoplasm","cc"
"GO:0032991 protein-containing complex",0.00368961632661708,2.68894093824676,0.00368961632661708,0.0282870585040643,284,0.00368961632661708,"GO:0032991 protein-containing complex","cc"
"GO:0000785 chromatin",0.00587333421756551,2.62528611318752,0.00587333421756553,0.0435763506464539,25,0.00587333421756551,"GO:0000785 chromatin","cc"
"GO:0098805 whole membrane",0.00619493200498787,2.52494747764218,0.00619493200498787,0.0436665395697895,96,0.00619493200498787,"GO:0098805 whole membrane","cc"
"GO:0005773 vacuole",0.00626519915566544,2.54019690705128,0.00626519915566545,0.0436665395697895,54,0.00626519915566544,"GO:0005773 vacuole","cc"
"GO:0099513 polymeric cytoskeletal fiber",0.00679211093022614,2.50665193602042,0.00679211093022614,0.0459466327632945,59,0.00679211093022614,"GO:0099513 polymeric cytoskeletal fiber","cc"
"GO:0000228 nuclear chromosome",0.00707933918341434,2.53600788386575,0.00707933918341433,0.0465213717767227,29,0.00707933918341434,"GO:0000228 nuclear chromosome","cc"
"GO:0005768 endosome",0.00743079960893237,2.46857765938584,0.00743079960893238,0.047474553057068,67,0.00743079960893237,"GO:0005768 endosome","cc"
